aX,aY,aZ,gX,gY,gZ
0.526,-0.501,0.555,-19.653,13.489,15.442
0.525,-0.520,0.594,-23.804,7.629,11.902
0.514,-0.533,0.616,-24.719,-0.305,7.568
0.518,-0.551,0.645,-23.071,-7.202,3.052
0.527,-0.571,0.686,-21.179,-14.587,-0.244
0.504,-0.593,0.720,-18.799,-20.752,-2.441
0.467,-0.617,0.747,-16.724,-24.719,-3.418
0.439,-0.593,0.781,-14.587,-25.330,-1.953
0.449,-0.568,0.763,-12.878,-19.104,1.099
0.470,-0.558,0.752,-13.916,-8.057,4.456
0.476,-0.543,0.722,-16.235,2.441,7.690
0.487,-0.519,0.687,-19.104,9.827,10.254
0.501,-0.513,0.639,-21.729,13.000,9.827
0.495,-0.522,0.641,-22.827,9.460,7.263
0.488,-0.550,0.662,-23.743,1.282,4.272
0.467,-0.569,0.708,-22.949,-7.629,2.686
0.449,-0.569,0.741,-21.423,-13.428,2.625
0.460,-0.552,0.755,-20.325,-14.099,4.089
0.464,-0.517,0.727,-19.592,-10.986,6.226
0.475,-0.484,0.710,-19.958,-6.226,7.812
0.498,-0.450,0.687,-21.545,-2.869,8.850
0.516,-0.449,0.651,-23.254,-1.221,7.141
0.514,-0.461,0.676,-26.123,-2.808,3.723
0.527,-0.465,0.713,-28.015,-5.554,0.061
0.500,-0.504,0.750,-27.588,-9.949,-3.601
0.465,-0.543,0.796,-26.672,-14.221,-5.371
0.450,-0.580,0.837,-24.658,-16.846,-5.249
0.448,-0.580,0.871,-22.034,-18.005,-2.747
0.450,-0.571,0.848,-19.165,-15.808,0.366
0.440,-0.531,0.812,-17.090,-12.146,4.333
0.469,-0.456,0.780,-16.357,-7.324,7.812
0.522,-0.413,0.701,-17.822,-0.793,8.057
0.541,-0.403,0.699,-21.729,2.686,5.737
0.526,-0.440,0.727,-26.062,0.183,1.648
0.504,-0.477,0.774,-27.771,-5.371,-2.441
0.482,-0.515,0.813,-26.428,-12.817,-5.493
0.462,-0.534,0.834,-22.949,-19.592,-7.202
0.439,-0.547,0.841,-18.494,-22.827,-6.897
0.421,-0.543,0.843,-15.564,-22.461,-4.822
0.424,-0.502,0.834,-13.123,-19.409,-2.075

0.432,-0.799,1.552,12.390,-18.127,-13.245
0.438,-0.860,1.612,20.752,-20.569,-14.771
0.482,-0.836,1.669,27.954,-20.874,-15.930
0.513,-0.878,1.712,33.447,-23.865,-18.311
0.476,-0.959,1.772,40.710,-26.855,-22.400
0.440,-0.980,1.929,45.654,-27.344,-18.433
0.431,-1.007,2.045,53.101,-16.174,-9.827
0.403,-1.071,2.196,61.340,0.244,-0.854
0.411,-1.022,2.403,68.115,19.104,10.681
0.504,-1.023,2.574,75.806,45.105,20.264
0.624,-1.286,2.668,84.778,61.157,22.644
0.526,-1.403,2.961,89.783,65.796,29.297
0.331,-1.464,3.154,108.093,89.050,42.175
0.165,-1.270,2.995,139.587,141.235,64.636
0.128,-0.794,2.385,179.138,207.886,94.116
0.173,-0.231,1.641,208.679,261.780,113.770
0.218,0.272,0.816,220.825,292.786,115.356
0.112,0.639,0.125,218.811,298.523,98.083
-0.071,0.951,-0.504,205.933,284.912,74.829
-0.161,0.888,-0.962,192.749,260.376,45.532
-0.196,0.827,-1.243,171.143,223.755,20.996
-0.243,0.775,-1.252,144.592,170.593,3.662
-0.322,0.626,-1.201,122.253,129.517,-7.568
-0.380,0.573,-1.028,102.478,107.239,-10.132
-0.403,0.379,-1.027,90.942,103.943,-8.240
-0.400,0.330,-1.127,77.820,106.201,0.427
-0.411,0.198,-1.216,61.096,105.774,10.498
-0.359,0.113,-1.217,41.260,96.558,20.630
-0.228,0.058,-1.179,22.827,75.867,28.381
-0.027,-0.012,-1.067,6.958,45.715,28.625
0.141,-0.115,-0.829,-8.179,7.019,22.705
0.369,-0.214,-0.503,-21.973,-36.743,12.573
0.523,-0.436,-0.152,-30.701,-77.515,-2.686
0.569,-0.557,0.250,-36.865,-108.948,-13.855
0.580,-0.720,0.520,-37.476,-113.342,-22.644
0.610,-0.841,0.606,-33.386,-98.206,-24.231
0.607,-0.927,0.655,-27.222,-83.923,-20.508
0.626,-0.924,0.713,-23.682,-69.092,-11.719
0.660,-0.903,0.675,-19.470,-47.974,-3.113
0.668,-0.867,0.575,-15.259,-27.588,2.625
0.657,-0.806,0.478,-13.123,-14.099,6.348
0.641,-0.760,0.374,-11.169,-7.141,8.484
0.630,-0.714,0.304,-9.277,-8.850,8.606
0.629,-0.678,0.280,-8.179,-16.541,7.446
0.625,-0.620,0.251,-6.714,-26.367,5.615
0.624,-0.602,0.216,-5.005,-36.926,1.831
0.613,-0.562,0.239,-5.493,-48.096,-1.526
0.595,-0.521,0.264,-7.141,-54.626,-3.418
0.587,-0.534,0.277,-11.292,-52.917,-4.272
0.546,-0.545,0.358,-18.127,-43.640,-1.892
0.548,-0.566,0.449,-24.231,-29.602,4.150
0.597,-0.575,0.485,-27.954,-13.855,10.925
0.641,-0.581,0.466,-28.748,-2.869,14.404
0.643,-0.593,0.466,-27.344,-0.610,13.672
0.646,-0.608,0.434,-24.841,-3.296,10.315
0.649,-0.616,0.389,-24.353,-11.353,6.531
0.653,-0.610,0.409,-24.841,-26.184,3.113
0.670,-0.608,0.439,-25.452,-39.551,-1.038
0.658,-0.607,0.459,-25.574,-47.180,-4.517
0.624,-0.619,0.517,-26.428,-48.889,-5.615
0.586,-0.624,0.563,-27.649,-42.480,-4.028
0.572,-0.625,0.575,-29.541,-28.687,0.122
0.582,-0.625,0.582,-30.518,-12.329,5.798
0.607,-0.600,0.538,-31.555,1.709,9.399
0.639,-0.624,0.465,-31.067,6.409,8.545
0.641,-0.663,0.505,-29.236,-7.507,4.517
0.628,-0.667,0.569,-27.771,-26.367,-0.427
0.617,-0.731,0.606,-23.926,-39.551,-5.615
0.569,-0.738,0.629,-20.874,-46.204,-8.545
0.533,-0.732,0.649,-19.592,-46.387,-6.653
0.526,-0.685,0.669,-18.677,-39.856,-1.953
0.557,-0.621,0.625,-19.287,-24.475,4.761
0.575,-0.571,0.556,-19.775,-5.981,10.010
0.583,-0.519,0.482,-21.667,11.414,13.855
0.592,-0.502,0.413,-25.452,21.057,14.893
0.617,-0.505,0.409,-28.748,15.015,12.939
0.647,-0.515,0.451,-31.738,-0.977,7.446
0.648,-0.554,0.503,-32.166,-20.142,-0.549
0.607,-0.615,0.597,-30.579,-40.100,-8.606
0.562,-0.647,0.666,-28.381,-53.345,-13.855
0.532,-0.684,0.705,-24.841,-58.838,-15.137
0.502,-0.681,0.747,-22.278,-58.899,-10.986
0.481,-0.662,0.755,-21.423,-48.523,-4.517
0.474,-0.631,0.719,-21.179,-30.273,3.662
0.506,-0.549,0.669,-22.522,-10.986,13.977
0.578,-0.462,0.592,-26.245,9.277,21.790
0.617,-0.430,0.469,-28.564,25.879,22.705
0.613,-0.436,0.428,-30.029,26.306,18.494
0.592,-0.435,0.431,-31.860,10.864,12.024
0.587,-0.472,0.434,-31.860,-8.606,2.686
0.575,-0.492,0.481,-30.396,-32.471,-5.554
0.551,-0.528,0.574,-28.992,-55.176,-13.245
0.524,-0.537,0.677,-26.794,-68.420,-17.456
0.534,-0.539,0.751,-25.696,-70.129,-17.639
0.544,-0.556,0.792,-26.062,-60.303,-15.076
0.516,-0.553,0.834,-28.564,-43.945,-8.606
0.493,-0.543,0.803,-31.006,-22.339,-0.854
0.486,-0.543,0.747,-31.555,-1.160,6.775
0.495,-0.495,0.670,-32.959,11.658,13.062
0.536,-0.465,0.567,-34.668,16.418,14.893
0.533,-0.474,0.548,-35.156,7.874,11.292
0.545,-0.446,0.619,-36.987,-8.362,6.104
0.581,-0.475,0.671,-35.767,-23.743,-0.977
0.609,-0.490,0.703,-32.349,-36.926,-8.911
0.593,-0.526,0.787,-29.297,-52.185,-17.334
0.614,-0.521,0.854,-28.015,-61.340,-23.621
0.596,-0.578,0.860,-27.466,-59.021,-28.137
0.525,-0.616,0.903,-28.503,-52.734,-27.649
0.477,-0.634,0.937,-31.189,-40.527,-21.606
0.453,-0.643,0.921,-31.006,-25.146,-12.695
0.455,-0.606,0.864,-30.334,-9.949,-3.357
0.446,-0.588,0.808,-28.442,1.221,3.906
0.429,-0.558,0.762,-25.269,8.118,9.521
0.452,-0.506,0.731,-22.217,10.437,13.550
0.492,-0.456,0.663,-19.409,10.498,14.343
0.552,-0.385,0.661,-18.311,6.287,11.963
0.598,-0.368,0.623,-18.921,-1.709,4.700
0.593,-0.384,0.625,-20.447,-13.428,-4.944
0.566,-0.399,0.699,-24.597,-27.344,-13.428

0.480,-0.824,1.328,-0.854,-17.151,-11.292
0.478,-0.873,1.385,3.723,-18.127,-12.817
0.499,-0.882,1.470,7.629,-19.653,-13.184
0.537,-0.907,1.574,11.047,-17.883,-13.794
0.576,-0.982,1.638,15.503,-14.099,-15.198
0.578,-1.001,1.805,19.653,-13.306,-15.381
0.622,-1.118,1.941,25.879,-7.812,-16.907
0.593,-1.335,2.202,30.396,-7.629,-15.869
0.562,-1.424,2.505,36.743,-3.784,-10.132
0.576,-1.372,2.700,49.194,14.099,-2.869
0.592,-1.591,2.735,69.885,36.316,1.648
0.544,-1.631,2.830,90.454,53.406,13.733
0.543,-1.418,2.632,121.948,77.759,28.442
0.468,-1.165,2.282,156.616,100.586,38.879
0.443,-0.701,1.909,176.331,113.342,49.377
0.482,-0.432,1.564,188.538,121.582,52.490
0.442,-0.188,1.286,196.045,127.258,52.490
0.371,0.110,0.930,195.679,140.503,51.758
0.241,0.303,0.598,194.763,153.748,45.227
0.092,0.509,0.269,192.078,167.175,37.659
-0.038,0.644,-0.117,187.134,182.068,28.381
-0.092,0.658,-0.398,180.725,186.340,15.930
-0.152,0.598,-0.693,173.584,174.072,4.700
-0.292,0.540,-0.853,160.217,153.259,-0.488
-0.397,0.457,-0.962,141.602,142.151,1.892
-0.444,0.422,-1.087,119.446,143.921,12.756
-0.370,0.427,-1.298,96.375,151.550,26.245
-0.318,0.335,-1.377,80.261,142.273,33.325
-0.236,0.270,-1.405,62.683,117.554,37.903
-0.099,0.219,-1.317,40.833,85.449,38.025
0.071,0.111,-1.196,21.973,50.903,30.762
0.250,-0.003,-1.036,0.854,14.771,19.287
0.380,-0.153,-0.767,-17.517,-22.156,4.333
0.456,-0.357,-0.435,-33.630,-58.350,-10.925
0.459,-0.537,-0.070,-44.495,-87.036,-23.071
0.444,-0.712,0.262,-46.509,-100.830,-30.273
0.433,-0.863,0.516,-41.992,-96.802,-32.471
0.429,-0.963,0.614,-35.767,-79.590,-28.870
0.424,-0.997,0.684,-28.809,-63.477,-19.714
0.460,-0.961,0.683,-23.315,-47.974,-8.667
0.523,-0.910,0.607,-19.897,-31.311,-1.343
0.596,-0.865,0.543,-19.165,-19.836,2.441
0.621,-0.879,0.489,-19.958,-15.991,1.648
0.615,-0.856,0.455,-21.301,-19.714,-0.122
0.634,-0.819,0.441,-22.461,-27.954,-2.014
0.631,-0.830,0.436,-20.508,-36.499,-5.249
0.584,-0.826,0.447,-16.296,-44.861,-8.057
0.534,-0.801,0.458,-12.207,-48.279,-7.629
0.515,-0.755,0.428,-9.399,-44.922,-4.517
0.529,-0.718,0.420,-9.155,-36.926,0.732
0.541,-0.673,0.429,-12.329,-24.109,7.935
0.538,-0.667,0.407,-16.113,-7.446,14.038
0.558,-0.608,0.349,-19.653,5.920,19.409
0.614,-0.598,0.279,-21.118,11.536,20.325
0.637,-0.595,0.244,-22.583,4.944,16.602
0.624,-0.595,0.285,-24.414,-8.362,11.230
0.643,-0.607,0.333,-25.696,-19.958,4.944
0.655,-0.634,0.336,-26.001,-29.358,-2.258
0.620,-0.720,0.410,-25.330,-43.091,-9.155
0.565,-0.727,0.520,-25.574,-54.382,-12.207
0.541,-0.773,0.567,-24.841,-52.246,-11.353
0.517,-0.785,0.570,-23.132,-41.870,-7.874
0.480,-0.785,0.571,-24.292,-27.710,-0.977
0.453,-0.773,0.563,-24.902,-10.620,8.423
0.461,-0.710,0.494,-25.330,5.310,18.799
0.511,-0.666,0.416,-24.658,16.663,24.231
0.568,-0.627,0.378,-24.414,17.822,23.987
0.627,-0.625,0.365,-24.719,9.460,18.372
0.664,-0.622,0.405,-25.696,-5.188,9.949
0.681,-0.660,0.461,-26.184,-20.386,-0.244
0.639,-0.707,0.483,-26.855,-32.593,-10.193
0.557,-0.770,0.566,-28.015,-42.542,-15.869
0.492,-0.820,0.664,-28.259,-44.922,-14.404
0.453,-0.849,0.701,-26.062,-36.743,-7.874
0.430,-0.864,0.718,-22.522,-22.644,2.075
0.433,-0.789,0.691,-20.569,-3.906,15.747
0.444,-0.747,0.580,-17.944,17.700,27.832
0.467,-0.673,0.555,-17.517,33.936,39.246
0.544,-0.557,0.465,-20.874,50.171,48.096
0.611,-0.548,0.345,-22.888,62.683,47.852
0.654,-0.530,0.327,-25.452,56.030,42.847
0.684,-0.558,0.354,-26.306,36.499,32.959
0.701,-0.589,0.385,-26.184,14.282,20.752
0.672,-0.624,0.434,-26.123,-6.042,10.376
0.627,-0.682,0.549,-26.062,-22.156,3.174
0.605,-0.704,0.638,-26.306,-28.625,0.854
0.604,-0.730,0.667,-24.414,-26.550,1.221
0.595,-0.750,0.675,-21.729,-22.156,3.296
0.590,-0.760,0.655,-19.775,-16.602,6.714
0.589,-0.714,0.648,-19.531,-11.780,12.268
0.616,-0.681,0.604,-18.799,-4.700,15.686
0.649,-0.648,0.541,-18.494,1.343,16.663
0.675,-0.624,0.524,-18.860,3.540,14.954
0.687,-0.640,0.541,-19.165,-0.061,11.536
0.689,-0.644,0.599,-19.287,-7.324,8.240
0.677,-0.636,0.608,-18.616,-10.864,4.028
0.667,-0.660,0.593,-17.029,-13.428,-0.305
0.630,-0.666,0.603,-15.198,-20.142,-2.441
0.608,-0.663,0.641,-15.015,-25.208,-2.686
0.587,-0.661,0.673,-13.977,-24.170,-2.197
0.584,-0.663,0.662,-13.428,-16.846,-0.305
0.578,-0.649,0.658,-12.024,-10.742,2.869
0.591,-0.630,0.632,-11.292,-5.798,5.676
0.609,-0.641,0.613,-10.925,-3.418,6.958
0.611,-0.639,0.647,-10.620,-4.822,7.568
0.629,-0.620,0.638,-9.827,-5.127,7.324
0.618,-0.610,0.591,-8.789,-5.249,6.409
0.589,-0.586,0.572,-8.789,-6.409,5.676
0.582,-0.551,0.562,-10.742,-6.409,5.127
0.569,-0.559,0.574,-12.024,-6.287,2.747
0.545,-0.572,0.502,-9.399,-2.441,2.197
0.555,-0.579,0.518,-12.146,-3.113,1.892
0.547,-0.563,0.558,-14.465,-6.836,1.648
0.573,-0.591,0.548,-15.198,-9.155,0.305
0.582,-0.599,0.607,-15.564,-14.343,-1.099
0.589,-0.599,0.654,-15.503,-18.311,-1.831
0.600,-0.591,0.669,-14.221,-18.127,-2.258
0.618,-0.606,0.659,-12.329,-16.235,-2.502
0.623,-0.600,0.661,-12.634,-17.212,-2.930
